key,summary,category,priority,status,created,resolved,team,region,labels
RET-1334,Push notifications not delivered for order updates,Mobile App,P4,Blocked,2025-07-24 17:01,,Digital Commerce,Gauteng,mobile-app
RET-1335,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P4,Closed,2025-11-04 20:37,2025-11-06 14:48,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1336,Courier manifest not generated for 43 orders,Order Fulfilment,P4,Closed,2026-04-11 18:51,2026-04-16 18:18,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1337,Picking app not releasing waves at DC 7,Order Fulfilment,P4,Closed,2025-11-13 12:07,2025-11-14 19:27,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1338,Click-and-collect orders stuck in ALLOCATED for store W524,Order Fulfilment,P3,In Progress,2025-10-07 16:25,,Fulfilment Tech,National / Online,order-fulfilment
RET-1339,Push notifications not delivered for order updates,Mobile App,P3,Closed,2025-12-10 14:18,2025-12-12 03:46,Digital Commerce,National / Online,mobile-app
RET-1340,"POS EOD batch stuck at store W510, trading day not closed",POS & Tills,P2,In Progress,2026-04-20 07:16,,Store Systems,KwaZulu-Natal,pos-tills
RET-1341,Store W166 on 4G failover — degraded POS response,Store Network & Connectivity,P1,Resolved,2026-05-23 18:31,2026-05-23 23:02,Network Ops,National / Online,store-network-connectivity
RET-1342,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P3,Blocked,2026-05-13 09:23,,Fulfilment Tech,Gauteng,order-fulfilment
RET-1343,Purchase order acknowledgements not reaching vendor HomewareHub,Supply Chain EDI,P3,In Progress,2025-08-25 13:27,,Integration Hub,Mpumalanga,supply-chain-edi
RET-1344,Router config drift detected at store W392 after change,Store Network & Connectivity,P3,Resolved,2026-01-21 12:57,2026-01-24 07:08,Network Ops,Western Cape,store-network-connectivity
RET-1345,Promotion PRM-5703 double-discounting online,Pricing & Promotions,P3,Blocked,2025-12-30 18:52,,Merch Systems,Gauteng,pricing-promotions
RET-1346,Barcode scanner intermittently not reading at store W539,POS & Tills,P1,Closed,2026-04-08 15:17,2026-04-08 20:10,Store Systems,Gauteng,pos-tills
RET-1347,Purchase order acknowledgements not reaching vendor AgriSupply,Supply Chain EDI,P4,Resolved,2026-05-19 19:13,2026-05-23 16:48,Integration Hub,North West,supply-chain-edi
RET-1348,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P2,Resolved,2026-05-31 20:44,2026-06-01 17:57,Loyalty Platform,National / Online,wrewards-loyalty
RET-1349,App login failing with error ERR-174 after release PRM-9485,Mobile App,P4,Closed,2026-01-12 18:03,2026-01-17 03:57,Digital Commerce,Gauteng,mobile-app
RET-1350,EDI 856 backlog of 57 messages at gateway,Supply Chain EDI,P3,Closed,2025-10-10 07:05,2025-10-14 23:21,Integration Hub,Gauteng,supply-chain-edi
RET-1351,Store W402 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P4,Closed,2025-09-30 19:51,2025-10-02 19:34,Merch Systems,Mpumalanga,inventory-stock-sync
RET-1352,Delivery slot selection failing for North West customers,Online Checkout,P4,Resolved,2025-12-06 17:21,2025-12-10 11:36,Digital Commerce,National / Online,online-checkout
RET-1353,Stock-on-hand not syncing to online for DC 12 range,Inventory & Stock Sync,P3,Resolved,2026-03-24 10:33,2026-03-28 10:22,Merch Systems,National / Online,inventory-stock-sync
RET-1354,Purchase order acknowledgements not reaching vendor FreshCo,Supply Chain EDI,P3,Closed,2026-05-28 14:25,2026-06-01 05:16,Integration Hub,National / Online,supply-chain-edi
RET-1355,"Tap-to-pay failing on new terminals, store W356",Payments & EFT,P4,Closed,2026-04-27 12:50,2026-05-02 05:56,Payments Ops,Gauteng,payments-eft
RET-1356,"Tap-to-pay failing on new terminals, store W579",Payments & EFT,P1,In Progress,2026-04-22 14:53,,Payments Ops,KwaZulu-Natal,payments-eft
RET-1357,App login failing with error ERR-718 after release PRM-2522,Mobile App,P2,Closed,2026-06-21 17:53,2026-06-22 05:50,Digital Commerce,Northern Cape,mobile-app
RET-1358,Cycle-count variance file rejected for store W202,Inventory & Stock Sync,P3,Closed,2025-09-26 20:34,2025-10-01 21:21,Merch Systems,Mpumalanga,inventory-stock-sync
RET-1359,Price file failed to deploy to 25 stores overnight,Pricing & Promotions,P4,Closed,2026-06-21 07:25,2026-06-23 17:38,Merch Systems,Western Cape,pricing-promotions
RET-1360,Duplicate vouchers issued to 15 members,WRewards Loyalty,P4,Resolved,2026-04-09 20:31,2026-04-10 04:41,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1361,POS terminal offline — store W283 unable to trade on 3 lanes,POS & Tills,P3,In Progress,2026-03-14 20:32,,Store Systems,Gauteng,pos-tills
RET-1362,Negative SOH values appearing for 16 SKUs after nightly sync,Inventory & Stock Sync,P2,Closed,2026-04-03 07:16,2026-04-04 10:07,Merch Systems,Northern Cape,inventory-stock-sync
RET-1363,Unit-of-measure mismatch causing receiving failures at DC 17,Product Master Data,P2,Closed,2026-04-28 17:59,2026-04-29 03:21,Data Services,National / Online,product-master-data
RET-1364,Card payments timing out across Mpumalanga stores,Payments & EFT,P2,Closed,2026-05-15 19:35,2026-05-16 16:19,Payments Ops,Eastern Cape,payments-eft
RET-1365,Store W296 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P4,Closed,2026-04-26 13:02,2026-04-30 01:46,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1366,Card payments timing out across Gauteng stores,Payments & EFT,P3,Closed,2025-09-09 20:27,2025-09-14 08:07,Payments Ops,Gauteng,payments-eft
RET-1367,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P2,Closed,2026-05-12 18:14,2026-05-13 15:30,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1368,Duplicate vouchers issued to 54 members,WRewards Loyalty,P1,Open,2025-10-05 07:53,,Loyalty Platform,Eastern Cape,wrewards-loyalty
RET-1369,EFT declines spiking at store W127 — response code 91,Payments & EFT,P3,Resolved,2025-11-05 16:27,2025-11-07 05:05,Payments Ops,KwaZulu-Natal,payments-eft
RET-1370,Barcode scanner intermittently not reading at store W281,POS & Tills,P2,Closed,2025-08-07 06:25,2025-08-08 04:35,Store Systems,Western Cape,pos-tills
RET-1371,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P3,In Progress,2025-07-04 16:41,,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1372,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P2,Closed,2026-06-26 18:20,2026-06-27 22:25,Digital Commerce,Gauteng,online-checkout
RET-1373,"Promo price not applying at till for advertised line, store W398",Pricing & Promotions,P3,In Progress,2025-09-18 09:43,,Merch Systems,Eastern Cape,pricing-promotions
RET-1374,Dual-message settlement mismatch for trading date 2026-03-22,Payments & EFT,P3,In Progress,2025-12-02 06:55,,Payments Ops,National / Online,payments-eft
RET-1375,Markdown batch stuck — clearance prices not live,Pricing & Promotions,P3,In Progress,2026-05-15 20:08,,Merch Systems,National / Online,pricing-promotions
RET-1376,3-D Secure redirect loop on mobile web checkout,Online Checkout,P3,Resolved,2026-05-23 18:10,2026-05-27 21:56,Digital Commerce,Free State,online-checkout
RET-1377,App crash on product page for Android 4% of sessions,Mobile App,P3,Closed,2025-09-19 12:21,2025-09-21 12:36,Digital Commerce,Gauteng,mobile-app
RET-1378,Card payments timing out across Mpumalanga stores,Payments & EFT,P4,Blocked,2026-01-06 10:42,,Payments Ops,National / Online,payments-eft
RET-1379,"Promo price not applying at till for advertised line, store W528",Pricing & Promotions,P1,Resolved,2026-05-09 07:19,2026-05-09 18:57,Merch Systems,National / Online,pricing-promotions
RET-1380,Courier manifest not generated for 24 orders,Order Fulfilment,P4,Closed,2026-04-07 08:55,2026-04-11 18:17,Fulfilment Tech,Western Cape,order-fulfilment
RET-1381,Delivery slot selection failing for Mpumalanga customers,Online Checkout,P3,In Progress,2025-12-22 12:38,,Digital Commerce,Gauteng,online-checkout
RET-1382,ASN messages from vendor CapeMills failing schema validation,Supply Chain EDI,P2,Closed,2026-03-02 11:39,2026-03-03 02:38,Integration Hub,Gauteng,supply-chain-edi
RET-1383,Checkout payment step returning 502 for 57% of sessions,Online Checkout,P1,Open,2025-12-13 10:10,,Digital Commerce,Gauteng,online-checkout
RET-1384,3-D Secure redirect loop on mobile web checkout,Online Checkout,P4,Closed,2025-11-01 08:08,2025-11-02 19:00,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1385,"POS EOD batch stuck at store W186, trading day not closed",POS & Tills,P4,Resolved,2025-08-05 11:04,2025-08-10 12:15,Store Systems,Limpopo,pos-tills
RET-1386,Router config drift detected at store W432 after change,Store Network & Connectivity,P1,Closed,2025-11-03 16:45,2025-11-04 01:48,Network Ops,KwaZulu-Natal,store-network-connectivity
RET-1387,"Promo price not applying at till for advertised line, store W151",Pricing & Promotions,P3,Closed,2025-08-02 06:18,2025-08-04 17:21,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1388,Barcode scanner intermittently not reading at store W135,POS & Tills,P2,In Progress,2026-06-23 16:46,,Store Systems,Limpopo,pos-tills
RET-1389,"Mismatch between shelf-edge label and till price, store W123",Pricing & Promotions,P2,Closed,2025-07-29 14:33,2025-07-30 03:21,Merch Systems,Western Cape,pricing-promotions
RET-1390,App crash on product page for Android 40% of sessions,Mobile App,P3,Closed,2025-09-12 10:59,2025-09-16 14:45,Digital Commerce,National / Online,mobile-app
RET-1391,Till 17 frozen on tender screen at store W161,POS & Tills,P4,Resolved,2026-01-19 12:52,2026-01-22 16:03,Store Systems,National / Online,pos-tills
RET-1392,Dual-message settlement mismatch for trading date 2026-03-17,Payments & EFT,P2,Closed,2026-06-13 12:01,2026-06-14 12:56,Payments Ops,Northern Cape,payments-eft
RET-1393,Basket total mismatch after promo applied at checkout,Online Checkout,P2,Open,2025-12-04 09:33,,Digital Commerce,Western Cape,online-checkout
RET-1394,App crash on product page for Android 17% of sessions,Mobile App,P2,Closed,2026-06-14 18:55,2026-06-16 04:39,Digital Commerce,Eastern Cape,mobile-app
RET-1395,EFT declines spiking at store W225 — response code 91,Payments & EFT,P3,Open,2026-04-29 20:54,,Payments Ops,Free State,payments-eft
RET-1396,"POS EOD batch stuck at store W303, trading day not closed",POS & Tills,P3,Closed,2026-03-06 16:59,2026-03-09 09:49,Store Systems,Free State,pos-tills
RET-1397,Delivery slot selection failing for Mpumalanga customers,Online Checkout,P4,Resolved,2025-09-02 06:42,2025-09-07 10:15,Digital Commerce,Gauteng,online-checkout
RET-1398,App crash on product page for Android 43% of sessions,Mobile App,P4,Open,2026-04-08 17:13,,Digital Commerce,Limpopo,mobile-app
RET-1399,Price file failed to deploy to 26 stores overnight,Pricing & Promotions,P3,Closed,2026-02-15 13:06,2026-02-16 21:25,Merch Systems,Gauteng,pricing-promotions
RET-1400,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P3,Closed,2026-01-19 15:41,2026-01-24 17:33,Payments Ops,Eastern Cape,payments-eft
RET-1401,"Tap-to-pay failing on new terminals, store W427",Payments & EFT,P3,Closed,2026-06-13 09:15,2026-06-15 15:29,Payments Ops,Gauteng,payments-eft
RET-1402,Card payments timing out across Western Cape stores,Payments & EFT,P2,Resolved,2026-06-19 09:15,2026-06-20 12:22,Payments Ops,Gauteng,payments-eft
RET-1403,"Voucher barcode not scanning at till, store W370",Gift Cards & Vouchers,P3,Closed,2026-06-04 13:15,2026-06-08 16:49,Payments Ops,National / Online,gift-cards-vouchers
RET-1404,Gift card redemption declining with error ERR-753 at store W378,Gift Cards & Vouchers,P4,Closed,2025-09-05 10:24,2025-09-08 15:23,Payments Ops,KwaZulu-Natal,gift-cards-vouchers
RET-1405,Store W492 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P3,Closed,2026-06-20 11:55,2026-06-25 01:39,Merch Systems,Western Cape,inventory-stock-sync
RET-1406,Gift card redemption declining with error ERR-934 at store W128,Gift Cards & Vouchers,P3,Resolved,2026-01-10 13:45,2026-01-15 19:00,Payments Ops,North West,gift-cards-vouchers
RET-1407,"Tap-to-pay failing on new terminals, store W342",Payments & EFT,P3,Open,2026-02-08 13:57,,Payments Ops,National / Online,payments-eft
RET-1408,"Receipt printer failure on till 14, store W127",POS & Tills,P3,Open,2025-12-10 19:25,,Store Systems,KwaZulu-Natal,pos-tills
RET-1409,POS terminal offline — store W227 unable to trade on 3 lanes,POS & Tills,P3,Closed,2025-09-23 16:53,2025-09-27 20:00,Store Systems,National / Online,pos-tills
RET-1410,3-D Secure redirect loop on mobile web checkout,Online Checkout,P4,Blocked,2026-06-22 09:26,,Digital Commerce,Gauteng,online-checkout
RET-1411,Delivery slot selection failing for Limpopo customers,Online Checkout,P4,Resolved,2025-12-02 07:55,2025-12-05 23:42,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1412,Store W403 on 4G failover — degraded POS response,Store Network & Connectivity,P2,Closed,2026-03-25 15:38,2026-03-25 20:30,Network Ops,North West,store-network-connectivity
RET-1413,Order ORD-538937 split incorrectly across fulfilment nodes,Order Fulfilment,P3,Resolved,2025-10-17 14:16,2025-10-18 13:46,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1414,Price file failed to deploy to 58 stores overnight,Pricing & Promotions,P4,Closed,2025-07-24 07:24,2025-07-27 22:30,Merch Systems,Gauteng,pricing-promotions
RET-1415,"Promo price not applying at till for advertised line, store W505",Pricing & Promotions,P1,Resolved,2025-09-18 09:09,2025-09-18 17:14,Merch Systems,National / Online,pricing-promotions
RET-1416,Push notifications not delivered for order updates,Mobile App,P3,Closed,2025-11-09 13:00,2025-11-10 05:27,Digital Commerce,Limpopo,mobile-app
RET-1417,"Loyalty card lookup timing out at till, store W206",WRewards Loyalty,P4,In Progress,2026-02-17 19:37,,Loyalty Platform,National / Online,wrewards-loyalty
RET-1418,Click-and-collect orders stuck in ALLOCATED for store W439,Order Fulfilment,P3,Resolved,2026-04-16 20:01,2026-04-21 15:11,Fulfilment Tech,Gauteng,order-fulfilment
RET-1419,"Primary link down at store W205, all cloud services impacted",Store Network & Connectivity,P3,In Progress,2026-02-13 17:43,,Network Ops,National / Online,store-network-connectivity
RET-1420,"Tap-to-pay failing on new terminals, store W142",Payments & EFT,P3,Closed,2026-02-10 11:12,2026-02-13 17:30,Payments Ops,KwaZulu-Natal,payments-eft
RET-1421,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P2,Closed,2026-01-13 09:42,2026-01-14 03:10,Digital Commerce,Western Cape,online-checkout
RET-1422,Product images not propagating from PIM to web,Product Master Data,P4,Closed,2025-08-21 14:46,2025-08-24 14:22,Data Services,Western Cape,product-master-data
RET-1423,Markdown batch stuck — clearance prices not live,Pricing & Promotions,P3,In Progress,2026-06-02 12:28,,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1424,"Mismatch between shelf-edge label and till price, store W114",Pricing & Promotions,P4,Closed,2026-05-16 11:00,2026-05-18 03:33,Merch Systems,Gauteng,pricing-promotions
RET-1425,Barcode scanner intermittently not reading at store W256,POS & Tills,P3,Open,2026-04-22 06:00,,Store Systems,Northern Cape,pos-tills
RET-1426,"Receipt printer failure on till 18, store W556",POS & Tills,P3,In Progress,2026-03-19 08:47,,Store Systems,Gauteng,pos-tills
RET-1427,"POS EOD batch stuck at store W484, trading day not closed",POS & Tills,P4,Closed,2025-12-21 17:59,2025-12-24 18:29,Store Systems,Free State,pos-tills
RET-1428,Stock-on-hand not syncing to online for DC 8 range,Inventory & Stock Sync,P3,Resolved,2025-10-19 06:48,2025-10-22 05:07,Merch Systems,Eastern Cape,inventory-stock-sync
RET-1429,Basket total mismatch after promo applied at checkout,Online Checkout,P4,Closed,2026-06-17 10:44,2026-06-19 03:28,Digital Commerce,Western Cape,online-checkout
RET-1430,Stock-on-hand not syncing to online for DC 17 range,Inventory & Stock Sync,P1,In Progress,2026-01-10 11:44,,Merch Systems,National / Online,inventory-stock-sync
RET-1431,Stock-on-hand not syncing to online for DC 18 range,Inventory & Stock Sync,P3,Closed,2026-04-06 07:05,2026-04-11 00:21,Merch Systems,Northern Cape,inventory-stock-sync
RET-1432,Wi-Fi outage in backup area of store W194 — RF guns offline,Store Network & Connectivity,P1,Closed,2025-08-02 08:09,2025-08-02 12:59,Network Ops,Western Cape,store-network-connectivity
RET-1433,"Promo price not applying at till for advertised line, store W401",Pricing & Promotions,P2,Closed,2025-11-18 19:30,2025-11-19 18:44,Merch Systems,National / Online,pricing-promotions
RET-1434,App crash on product page for Android 20% of sessions,Mobile App,P4,Closed,2025-11-07 16:27,2025-11-09 05:01,Digital Commerce,Gauteng,mobile-app
RET-1435,Promotion PRM-1803 double-discounting online,Pricing & Promotions,P3,Closed,2026-01-23 09:17,2026-01-24 12:48,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1436,"Mismatch between shelf-edge label and till price, store W294",Pricing & Promotions,P3,Resolved,2025-11-27 11:08,2025-12-02 16:26,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1437,EFT declines spiking at store W258 — response code 91,Payments & EFT,P3,Resolved,2026-02-11 08:37,2026-02-12 14:05,Payments Ops,National / Online,payments-eft
RET-1438,Negative SOH values appearing for 46 SKUs after nightly sync,Inventory & Stock Sync,P3,Closed,2025-08-03 07:02,2025-08-07 18:18,Merch Systems,Gauteng,inventory-stock-sync
RET-1439,App crash on product page for Android 42% of sessions,Mobile App,P1,In Progress,2026-06-08 07:48,,Digital Commerce,Mpumalanga,mobile-app
RET-1440,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P3,Resolved,2026-04-16 06:47,2026-04-20 04:44,Fulfilment Tech,Western Cape,order-fulfilment
RET-1441,Card payments timing out across Eastern Cape stores,Payments & EFT,P2,Closed,2025-12-27 11:11,2025-12-27 23:18,Payments Ops,Free State,payments-eft
RET-1442,"Tap-to-pay failing on new terminals, store W446",Payments & EFT,P3,Closed,2026-06-10 19:57,2026-06-11 06:31,Payments Ops,Gauteng,payments-eft
RET-1443,Voucher PRM-1419 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P1,Closed,2026-04-03 15:27,2026-04-03 22:54,Payments Ops,Eastern Cape,gift-cards-vouchers
RET-1444,Invoice EDI mismatch blocking GRN for DC 4,Supply Chain EDI,P3,Closed,2025-10-07 10:53,2025-10-11 23:49,Integration Hub,KwaZulu-Natal,supply-chain-edi
RET-1445,Picking app not releasing waves at DC 18,Order Fulfilment,P3,Resolved,2025-07-07 19:46,2025-07-08 06:19,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1446,Basket total mismatch after promo applied at checkout,Online Checkout,P3,Resolved,2026-05-31 20:28,2026-06-02 14:44,Digital Commerce,Gauteng,online-checkout
RET-1447,App crash on product page for Android 56% of sessions,Mobile App,P3,Closed,2026-03-27 08:46,2026-03-30 19:49,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1448,Negative SOH values appearing for 39 SKUs after nightly sync,Inventory & Stock Sync,P3,Resolved,2026-04-18 18:05,2026-04-22 10:30,Merch Systems,Eastern Cape,inventory-stock-sync
RET-1449,"Receipt printer failure on till 5, store W338",POS & Tills,P2,Closed,2026-05-24 08:12,2026-05-25 03:50,Store Systems,Gauteng,pos-tills
RET-1450,Push notifications not delivered for order updates,Mobile App,P4,Resolved,2025-09-12 10:45,2025-09-12 21:14,Digital Commerce,Gauteng,mobile-app
RET-1451,Basket total mismatch after promo applied at checkout,Online Checkout,P4,Resolved,2025-08-14 17:07,2025-08-17 23:58,Digital Commerce,Western Cape,online-checkout
RET-1452,Delivery slot selection failing for KwaZulu-Natal customers,Online Checkout,P3,Closed,2026-06-23 20:33,2026-06-29 04:24,Digital Commerce,National / Online,online-checkout
RET-1453,Checkout payment step returning 502 for 14% of sessions,Online Checkout,P3,Resolved,2025-07-12 14:32,2025-07-13 09:12,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1454,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P3,Closed,2026-06-25 16:40,2026-06-28 06:09,Payments Ops,National / Online,payments-eft
RET-1455,Push notifications not delivered for order updates,Mobile App,P3,Open,2026-06-29 12:01,,Digital Commerce,Gauteng,mobile-app
RET-1456,Unit-of-measure mismatch causing receiving failures at DC 17,Product Master Data,P4,Closed,2026-03-30 10:10,2026-04-01 05:39,Data Services,Limpopo,product-master-data
RET-1457,Store W253 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P4,In Progress,2026-03-05 11:55,,Merch Systems,North West,inventory-stock-sync
RET-1458,Till 4 frozen on tender screen at store W464,POS & Tills,P2,Resolved,2026-06-09 07:18,2026-06-09 22:36,Store Systems,National / Online,pos-tills
RET-1459,Dual-message settlement mismatch for trading date 2026-05-03,Payments & EFT,P2,Blocked,2026-01-14 14:37,,Payments Ops,Free State,payments-eft
RET-1460,ASN messages from vendor AgriSupply failing schema validation,Supply Chain EDI,P4,Closed,2025-12-17 06:46,2025-12-18 19:46,Integration Hub,Free State,supply-chain-edi
RET-1461,"Receipt printer failure on till 2, store W142",POS & Tills,P2,Closed,2026-02-17 14:50,2026-02-18 00:38,Store Systems,Gauteng,pos-tills
RET-1462,"Voucher barcode not scanning at till, store W111",Gift Cards & Vouchers,P3,Closed,2026-05-24 18:43,2026-05-26 03:29,Payments Ops,Gauteng,gift-cards-vouchers
RET-1463,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,In Progress,2026-05-14 17:49,,Payments Ops,Mpumalanga,payments-eft
RET-1464,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P3,Resolved,2026-05-18 06:27,2026-05-21 18:27,Fulfilment Tech,North West,order-fulfilment
RET-1465,Product images not propagating from PIM to web,Product Master Data,P4,Closed,2026-04-18 08:23,2026-04-18 20:12,Data Services,Gauteng,product-master-data
RET-1466,Price file failed to deploy to 37 stores overnight,Pricing & Promotions,P3,Closed,2025-08-11 20:19,2025-08-16 14:08,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1467,Invoice EDI mismatch blocking GRN for DC 17,Supply Chain EDI,P3,In Progress,2025-11-01 20:31,,Integration Hub,Gauteng,supply-chain-edi
RET-1468,App login failing with error ERR-610 after release PRM-1398,Mobile App,P3,Resolved,2026-04-27 09:42,2026-04-28 18:16,Digital Commerce,Limpopo,mobile-app
RET-1469,Picking app not releasing waves at DC 7,Order Fulfilment,P3,In Progress,2025-11-23 15:39,,Fulfilment Tech,Northern Cape,order-fulfilment
RET-1470,Delivery slot selection failing for Northern Cape customers,Online Checkout,P4,Closed,2025-09-11 20:36,2025-09-15 05:53,Digital Commerce,National / Online,online-checkout
RET-1471,ASN messages from vendor DairyDirect failing schema validation,Supply Chain EDI,P3,Closed,2025-08-25 20:48,2025-08-29 19:23,Integration Hub,KwaZulu-Natal,supply-chain-edi
RET-1472,ASN messages from vendor TextilePro failing schema validation,Supply Chain EDI,P4,In Progress,2026-04-18 17:39,,Integration Hub,KwaZulu-Natal,supply-chain-edi
RET-1473,Basket total mismatch after promo applied at checkout,Online Checkout,P4,Closed,2026-02-16 19:36,2026-02-17 11:52,Digital Commerce,Gauteng,online-checkout
RET-1474,Images not loading on home screen — CDN 403s,Mobile App,P3,Closed,2025-11-13 19:15,2025-11-15 14:12,Digital Commerce,National / Online,mobile-app
RET-1475,Click-and-collect orders stuck in ALLOCATED for store W407,Order Fulfilment,P4,Closed,2026-03-09 19:28,2026-03-14 06:38,Fulfilment Tech,Northern Cape,order-fulfilment
RET-1476,App login failing with error ERR-590 after release PRM-9680,Mobile App,P4,Closed,2026-01-17 17:37,2026-01-22 15:57,Digital Commerce,Gauteng,mobile-app
RET-1477,Negative SOH values appearing for 38 SKUs after nightly sync,Inventory & Stock Sync,P4,Resolved,2026-01-12 14:07,2026-01-16 01:09,Merch Systems,National / Online,inventory-stock-sync
RET-1478,Click-and-collect orders stuck in ALLOCATED for store W374,Order Fulfilment,P4,Closed,2026-02-14 09:21,2026-02-18 23:55,Fulfilment Tech,National / Online,order-fulfilment
RET-1479,Invoice EDI mismatch blocking GRN for DC 18,Supply Chain EDI,P2,Closed,2026-01-01 15:32,2026-01-01 20:44,Integration Hub,Eastern Cape,supply-chain-edi
RET-1480,"Mismatch between shelf-edge label and till price, store W532",Pricing & Promotions,P4,Resolved,2026-02-27 13:08,2026-03-02 12:42,Merch Systems,Western Cape,pricing-promotions
RET-1481,EFT declines spiking at store W201 — response code 91,Payments & EFT,P2,Closed,2026-04-29 17:10,2026-04-30 23:43,Payments Ops,Gauteng,payments-eft
RET-1482,New season SKUs missing attributes — 45 lines blocked from listing,Product Master Data,P3,Closed,2025-12-03 20:31,2025-12-08 03:18,Data Services,National / Online,product-master-data
RET-1483,Checkout payment step returning 502 for 18% of sessions,Online Checkout,P3,Closed,2026-05-30 17:31,2026-06-01 21:55,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1484,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P3,Closed,2026-01-07 09:25,2026-01-10 11:56,Digital Commerce,Gauteng,online-checkout
RET-1485,Stock sync job overran window by 40 hours — online availability stale,Inventory & Stock Sync,P1,Closed,2025-07-07 19:59,2025-07-08 04:12,Merch Systems,Western Cape,inventory-stock-sync
RET-1486,Dual-message settlement mismatch for trading date 2026-05-25,Payments & EFT,P3,Closed,2025-10-21 15:33,2025-10-23 13:07,Payments Ops,Eastern Cape,payments-eft
RET-1487,"Receipt printer failure on till 8, store W577",POS & Tills,P3,In Progress,2025-11-11 09:21,,Store Systems,National / Online,pos-tills
RET-1488,Click-and-collect orders stuck in ALLOCATED for store W372,Order Fulfilment,P4,Open,2025-12-23 15:19,,Fulfilment Tech,North West,order-fulfilment
RET-1489,Card payments timing out across Free State stores,Payments & EFT,P3,Resolved,2026-06-06 08:01,2026-06-07 07:52,Payments Ops,Gauteng,payments-eft
RET-1490,EFT declines spiking at store W463 — response code 91,Payments & EFT,P3,Resolved,2026-04-18 15:26,2026-04-20 19:56,Payments Ops,Western Cape,payments-eft
RET-1491,Push notifications not delivered for order updates,Mobile App,P4,Resolved,2025-07-16 11:06,2025-07-16 22:20,Digital Commerce,Eastern Cape,mobile-app
RET-1492,Voucher PRM-4821 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P3,Closed,2026-04-24 15:03,2026-04-29 02:49,Payments Ops,Free State,gift-cards-vouchers
RET-1493,Card payments timing out across Gauteng stores,Payments & EFT,P2,Closed,2026-02-01 12:32,2026-02-02 21:47,Payments Ops,Mpumalanga,payments-eft
RET-1494,"Primary link down at store W119, all cloud services impacted",Store Network & Connectivity,P3,Closed,2026-05-25 19:49,2026-05-28 11:22,Network Ops,Eastern Cape,store-network-connectivity
RET-1495,Picking app not releasing waves at DC 13,Order Fulfilment,P3,Resolved,2026-04-14 17:13,2026-04-17 21:18,Fulfilment Tech,National / Online,order-fulfilment
RET-1496,EFT declines spiking at store W444 — response code 91,Payments & EFT,P3,In Progress,2026-05-12 19:30,,Payments Ops,Northern Cape,payments-eft
RET-1497,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,Closed,2026-06-29 19:43,2026-06-30 07:36,Payments Ops,Gauteng,payments-eft
RET-1498,Card payments timing out across Limpopo stores,Payments & EFT,P3,Open,2026-03-24 10:58,,Payments Ops,North West,payments-eft
RET-1499,Promotion PRM-4617 double-discounting online,Pricing & Promotions,P3,Open,2026-05-06 15:48,,Merch Systems,Western Cape,pricing-promotions
RET-1500,App login failing with error ERR-592 after release PRM-6011,Mobile App,P4,Resolved,2026-04-24 17:11,2026-04-28 16:35,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1501,POS terminal offline — store W573 unable to trade on 47 lanes,POS & Tills,P4,Closed,2025-11-04 12:20,2025-11-06 19:25,Store Systems,Western Cape,pos-tills
